,片名,戲院,類型,時刻,日期
344,淒厲人僧：卡到陰,台北信義威秀影城,數位,19:10,2022-05-23
345,淒厲人僧：卡到陰,台北信義威秀影城,數位,23:10,2022-05-23
346,淒厲人僧：卡到陰,今日秀泰影城,數位,11:10,2022-05-23
347,淒厲人僧：卡到陰,今日秀泰影城,數位,13:20,2022-05-23
348,淒厲人僧：卡到陰,今日秀泰影城,數位,19:50,2022-05-23
349,淒厲人僧：卡到陰,今日秀泰影城,數位,22:00,2022-05-23
350,淒厲人僧：卡到陰,京站威秀影城,數位,10:20,2022-05-23
351,淒厲人僧：卡到陰,京站威秀影城,數位,14:25,2022-05-23
352,淒厲人僧：卡到陰,京站威秀影城,數位,20:45,2022-05-23
353,淒厲人僧：卡到陰,喜樂時代影城南港店,數位,11:00,2022-05-23
354,淒厲人僧：卡到陰,喜樂時代影城南港店,數位,15:20,2022-05-23
355,淒厲人僧：卡到陰,喜樂時代影城南港店,數位,19:20,2022-05-23
356,淒厲人僧：卡到陰,喜樂時代影城南港店,數位,21:30,2022-05-23
357,淒厲人僧：卡到陰,喜滿客絕色影城,數位,16:00,2022-05-24
358,淒厲人僧：卡到陰,喜滿客絕色影城,數位,20:30,2022-05-24
359,淒厲人僧：卡到陰,台北信義威秀影城,數位,10:40,2022-05-24
360,淒厲人僧：卡到陰,台北信義威秀影城,數位,14:55,2022-05-24
361,淒厲人僧：卡到陰,台北信義威秀影城,數位,19:10,2022-05-24
362,淒厲人僧：卡到陰,台北信義威秀影城,數位,23:10,2022-05-24
363,淒厲人僧：卡到陰,京站威秀影城,數位,10:20,2022-05-24
364,淒厲人僧：卡到陰,京站威秀影城,數位,14:25,2022-05-24
365,淒厲人僧：卡到陰,京站威秀影城,數位,20:45,2022-05-24
366,淒厲人僧：卡到陰,喜樂時代影城南港店,數位,11:00,2022-05-24
367,淒厲人僧：卡到陰,喜樂時代影城南港店,數位,15:20,2022-05-24
368,淒厲人僧：卡到陰,喜樂時代影城南港店,數位,19:20,2022-05-24
369,淒厲人僧：卡到陰,喜樂時代影城南港店,數位,21:30,2022-05-24
370,最後的生存者,台北信義威秀影城,數位,13:45,2022-05-23
371,最後的生存者,台北信義威秀影城,數位,20:45,2022-05-23
372,最後的生存者,喜樂時代影城南港店,數位,13:20,2022-05-23
373,最後的生存者,喜樂時代影城南港店,數位,17:10,2022-05-23
374,最後的生存者,喜樂時代影城南港店,數位,20:20,2022-05-23
375,最後的生存者,台北信義威秀影城,數位,13:45,2022-05-24
376,最後的生存者,台北信義威秀影城,數位,20:45,2022-05-24
377,最後的生存者,喜樂時代影城南港店,數位,13:05,2022-05-24
378,最後的生存者,喜樂時代影城南港店,數位,15:15,2022-05-24
379,最後的生存者,喜樂時代影城南港店,數位,19:05,2022-05-24
380,愛在暹邏：數位經典版,國賓影城(台北長春廣場),數位,15:40,2022-05-23
381,愛在暹邏：數位經典版,國賓影城(台北長春廣場),數位,20:50,2022-05-23
382,愛在暹邏：數位經典版,台北in89豪華數位影城,數位,14:30,2022-05-23
383,愛在暹邏：數位經典版,台北in89豪華數位影城,數位,19:30,2022-05-23
384,愛在暹邏：數位經典版,京站威秀影城,數位,14:20,2022-05-23
385,愛在暹邏：數位經典版,京站威秀影城,數位,19:45,2022-05-23
386,愛在暹邏：數位經典版,喜樂時代影城南港店,數位,11:00,2022-05-23
387,愛在暹邏：數位經典版,喜樂時代影城南港店,數位,15:30,2022-05-23
388,愛在暹邏：數位經典版,喜樂時代影城南港店,數位,19:35,2022-05-23
389,愛在暹邏：數位經典版,MUVIE CINEMAS台北松仁威秀,數位,15:30,2022-05-23
390,愛在暹邏：數位經典版,MUVIE CINEMAS台北松仁威秀,數位,20:20,2022-05-23
391,愛在暹邏：數位經典版,台北in89豪華數位影城,數位,14:50,2022-05-24
392,愛在暹邏：數位經典版,台北in89豪華數位影城,數位,19:50,2022-05-24
393,愛在暹邏：數位經典版,京站威秀影城,數位,14:20,2022-05-24
394,愛在暹邏：數位經典版,京站威秀影城,數位,19:45,2022-05-24
395,愛在暹邏：數位經典版,喜樂時代影城南港店,數位,11:00,2022-05-24
396,愛在暹邏：數位經典版,喜樂時代影城南港店,數位,15:30,2022-05-24
397,愛在暹邏：數位經典版,喜樂時代影城南港店,數位,19:35,2022-05-24
398,愛在暹邏：數位經典版,MUVIE CINEMAS台北松仁威秀,TITAN,11:50,2022-05-24
399,愛在暹邏：數位經典版,MUVIE CINEMAS台北松仁威秀,數位,15:30,2022-05-24
400,愛在暹邏：數位經典版,MUVIE CINEMAS台北松仁威秀,數位,20:20,2022-05-24
401,鬼雙胞,欣欣秀泰影城,數位,13:00,2022-05-23
402,鬼雙胞,欣欣秀泰影城,數位,17:05,2022-05-23
403,鬼雙胞,欣欣秀泰影城,數位,21:10,2022-05-23
404,鬼雙胞,台北in89豪華數位影城,數位,10:10,2022-05-23
405,鬼雙胞,台北in89豪華數位影城,數位,12:20,2022-05-23
406,鬼雙胞,台北in89豪華數位影城,數位,14:30,2022-05-23
407,鬼雙胞,台北in89豪華數位影城,數位,18:30,2022-05-23
408,鬼雙胞,台北in89豪華數位影城,數位,22:30,2022-05-23
409,鬼雙胞,喜滿客絕色影城,數位,13:50,2022-05-23
410,鬼雙胞,喜滿客絕色影城,數位,18:15,2022-05-23
411,鬼雙胞,喜滿客絕色影城,數位,20:25,2022-05-23
412,鬼雙胞,台北信義威秀影城,數位,12:50,2022-05-23
413,鬼雙胞,台北信義威秀影城,數位,17:05,2022-05-23
414,鬼雙胞,台北信義威秀影城,數位,19:00,2022-05-23
415,鬼雙胞,台北信義威秀影城,數位,22:45,2022-05-23
416,鬼雙胞,百老匯數位影城,數位,10:00,2022-05-23
417,鬼雙胞,百老匯數位影城,數位,12:05,2022-05-23
418,鬼雙胞,百老匯數位影城,數位,14:10,2022-05-23
419,鬼雙胞,百老匯數位影城,數位,16:15,2022-05-23
420,鬼雙胞,百老匯數位影城,數位,20:25,2022-05-23
421,鬼雙胞,百老匯數位影城,數位,22:30,2022-05-23
422,鬼雙胞,今日秀泰影城,數位,11:10,2022-05-23
423,鬼雙胞,今日秀泰影城,數位,15:30,2022-05-23
424,鬼雙胞,今日秀泰影城,數位,19:50,2022-05-23
425,鬼雙胞,京站威秀影城,數位,18:25,2022-05-23
426,鬼雙胞,京站威秀影城,數位,21:35,2022-05-23
427,鬼雙胞,喜樂時代影城南港店,數位,11:00,2022-05-23
428,鬼雙胞,喜樂時代影城南港店,數位,17:35,2022-05-23
429,鬼雙胞,喜樂時代影城南港店,數位,21:50,2022-05-23
430,鬼雙胞,台北in89豪華數位影城,數位,10:30,2022-05-24
431,鬼雙胞,台北in89豪華數位影城,數位,12:40,2022-05-24
432,鬼雙胞,台北in89豪華數位影城,數位,14:50,2022-05-24
433,鬼雙胞,台北in89豪華數位影城,數位,19:00,2022-05-24
434,鬼雙胞,台北in89豪華數位影城,數位,23:00,2022-05-24
435,鬼雙胞,喜滿客絕色影城,數位,13:50,2022-05-24
436,鬼雙胞,喜滿客絕色影城,數位,18:15,2022-05-24
437,鬼雙胞,喜滿客絕色影城,數位,20:25,2022-05-24
438,鬼雙胞,台北信義威秀影城,數位,12:50,2022-05-24
439,鬼雙胞,台北信義威秀影城,數位,17:05,2022-05-24
440,鬼雙胞,台北信義威秀影城,數位,19:00,2022-05-24
441,鬼雙胞,台北信義威秀影城,數位,22:45,2022-05-24
442,鬼雙胞,京站威秀影城,數位,18:25,2022-05-24
443,鬼雙胞,京站威秀影城,數位,21:35,2022-05-24
444,鬼雙胞,喜樂時代影城南港店,數位,11:00,2022-05-24
445,鬼雙胞,喜樂時代影城南港店,數位,17:35,2022-05-24
446,鬼雙胞,喜樂時代影城南港店,數位,21:50,2022-05-24
447,阿巴斯。風的滋味,國賓影城(台北長春廣場),數位,14:20,2022-05-23
448,阿巴斯。風的滋味,國賓影城(台北長春廣場),數位,18:20,2022-05-23
449,阿巴斯。風的滋味,光點華山電影館,數位,19:55,2022-05-23
450,阿巴斯。風的滋味,光點華山電影館,數位,21:50,2022-05-23
451,阿巴斯。風的滋味,誠品電影院,數位,15:30,2022-05-23
452,阿巴斯。風的滋味,誠品電影院,數位,21:40,2022-05-23
453,逃出封鎖線,欣欣秀泰影城,數位,13:05,2022-05-23
454,逃出封鎖線,欣欣秀泰影城,數位,15:15,2022-05-23
455,逃出封鎖線,欣欣秀泰影城,數位,20:30,2022-05-23
456,逃出封鎖線,喜滿客絕色影城,數位,13:50,2022-05-23
457,逃出封鎖線,喜滿客絕色影城,數位,19:05,2022-05-23
458,逃出封鎖線,台北信義威秀影城,數位,14:25,2022-05-23
459,逃出封鎖線,台北信義威秀影城,數位,19:05,2022-05-23
460,逃出封鎖線,台北信義威秀影城,數位,23:35,2022-05-23
461,逃出封鎖線,哈拉影城,數位,16:00,2022-05-23
462,逃出封鎖線,哈拉影城,數位,20:30,2022-05-23
463,逃出封鎖線,百老匯數位影城,數位,10:00,2022-05-23
464,逃出封鎖線,百老匯數位影城,數位,14:10,2022-05-23
465,逃出封鎖線,百老匯數位影城,數位,16:15,2022-05-23
466,逃出封鎖線,百老匯數位影城,數位,18:20,2022-05-23
467,逃出封鎖線,百老匯數位影城,數位,20:25,2022-05-23
468,逃出封鎖線,百老匯數位影城,數位,22:30,2022-05-23
469,逃出封鎖線,喜樂時代影城南港店,數位,11:00,2022-05-23
470,逃出封鎖線,喜樂時代影城南港店,數位,15:10,2022-05-23
471,逃出封鎖線,喜樂時代影城南港店,數位,19:25,2022-05-23
472,逃出封鎖線,喜樂時代影城南港店,數位,21:30,2022-05-23
473,逃出封鎖線,喜滿客絕色影城,數位,13:50,2022-05-24
474,逃出封鎖線,喜滿客絕色影城,數位,19:05,2022-05-24
475,逃出封鎖線,台北信義威秀影城,數位,14:25,2022-05-24
476,逃出封鎖線,台北信義威秀影城,數位,19:05,2022-05-24
477,逃出封鎖線,台北信義威秀影城,數位,23:35,2022-05-24
478,逃出封鎖線,哈拉影城,數位,16:00,2022-05-24
479,逃出封鎖線,哈拉影城,數位,20:30,2022-05-24
480,逃出封鎖線,喜樂時代影城南港店,數位,11:00,2022-05-24
481,逃出封鎖線,喜樂時代影城南港店,數位,15:10,2022-05-24
482,逃出封鎖線,喜樂時代影城南港店,數位,19:25,2022-05-24
483,逃出封鎖線,喜樂時代影城南港店,數位,21:30,2022-05-24
484,第一人夫,國賓影城(台北長春廣場),數位,13:30,2022-05-23
485,第一人夫,國賓影城(台北長春廣場),數位,15:45,2022-05-23
486,第一人夫,國賓影城(台北長春廣場),數位,20:10,2022-05-23
487,第一人夫,台北真善美劇院,數位,16:20,2022-05-23
488,第一人夫,台北信義威秀影城,數位,10:25,2022-05-23
489,第一人夫,台北信義威秀影城,數位,14:25,2022-05-23
490,第一人夫,台北信義威秀影城,數位,19:05,2022-05-23
491,第一人夫,台北信義威秀影城,數位,23:05,2022-05-23
492,第一人夫,誠品電影院,數位,16:40,2022-05-23
493,第一人夫,誠品電影院,數位,21:30,2022-05-23
494,第一人夫,喜樂時代影城南港店,數位,11:00,2022-05-23
495,第一人夫,喜樂時代影城南港店,數位,14:20,2022-05-23
496,第一人夫,喜樂時代影城南港店,數位,19:45,2022-05-23
497,第一人夫,台北信義威秀影城,數位,10:25,2022-05-24
498,第一人夫,台北信義威秀影城,數位,14:25,2022-05-24
499,第一人夫,台北信義威秀影城,數位,19:05,2022-05-24
500,第一人夫,台北信義威秀影城,數位,23:05,2022-05-24
501,第一人夫,喜樂時代影城南港店,數位,11:00,2022-05-24
502,第一人夫,喜樂時代影城南港店,數位,14:20,2022-05-24
503,第一人夫,喜樂時代影城南港店,數位,19:45,2022-05-24
504,第一人夫,台北真善美劇院,數位,15:45,2022-05-25
505,第一人夫,台北真善美劇院,數位,16:20,2022-05-26
506,輪到你了 劇場版,國賓影城(台北長春廣場),數位,16:20,2022-05-23
507,輪到你了 劇場版,國賓影城(台北長春廣場),數位,21:00,2022-05-23
508,輪到你了 劇場版,台北真善美劇院,數位,18:30,2022-05-23
509,輪到你了 劇場版,喜滿客絕色影城,數位,16:20,2022-05-23
510,輪到你了 劇場版,台北信義威秀影城,數位,11:00,2022-05-23
511,輪到你了 劇場版,台北信義威秀影城,數位,15:45,2022-05-23
512,輪到你了 劇場版,台北信義威秀影城,數位,21:15,2022-05-23
513,輪到你了 劇場版,喜樂時代影城南港店,數位,14:15,2022-05-23
514,輪到你了 劇場版,喜樂時代影城南港店,數位,18:45,2022-05-23
515,輪到你了 劇場版,台北真善美劇院,數位,16:20,2022-05-24
516,輪到你了 劇場版,喜滿客絕色影城,數位,16:20,2022-05-24
517,輪到你了 劇場版,台北信義威秀影城,數位,11:00,2022-05-24
518,輪到你了 劇場版,台北信義威秀影城,數位,15:45,2022-05-24
519,輪到你了 劇場版,台北信義威秀影城,數位,21:15,2022-05-24
520,輪到你了 劇場版,喜樂時代影城南港店,數位,14:15,2022-05-24
521,輪到你了 劇場版,喜樂時代影城南港店,數位,18:45,2022-05-24
522,輪到你了 劇場版,台北真善美劇院,數位,18:30,2022-05-26
523,漁港的肉子,國賓影城(台北長春廣場),數位,13:10,2022-05-23
524,漁港的肉子,台北美麗華大直影城,數位,12:10,2022-05-23
525,漁港的肉子,台北信義威秀影城,數位,10:15,2022-05-23
526,漁港的肉子,哈拉影城,數位,13:50,2022-05-23
527,漁港的肉子,哈拉影城,數位,17:50,2022-05-23
528,漁港的肉子,光點華山電影館,數位,11:50,2022-05-23
529,漁港的肉子,誠品電影院,數位,15:20,2022-05-23
530,漁港的肉子,喜樂時代影城南港店,數位,13:05,2022-05-23
531,漁港的肉子,喜樂時代影城南港店,數位,17:05,2022-05-23
532,漁港的肉子,台北美麗華大直影城,數位,12:10,2022-05-24
533,漁港的肉子,台北信義威秀影城,數位,10:15,2022-05-24
534,漁港的肉子,哈拉影城,數位,13:50,2022-05-24
535,漁港的肉子,哈拉影城,數位,17:50,2022-05-24
536,漁港的肉子,喜樂時代影城南港店,數位,13:05,2022-05-24
537,漁港的肉子,喜樂時代影城南港店,數位,17:05,2022-05-24
538,我不是英雄,台北美麗華大直影城,數位,12:20,2022-05-23
539,我不是英雄,台北樂聲影城,數位,09:35,2022-05-23
540,我不是英雄,台北樂聲影城,數位,18:00,2022-05-23
541,我不是英雄,台北真善美劇院,數位,14:10,2022-05-23
542,我不是英雄,哈拉影城,數位,13:30,2022-05-23
543,我不是英雄,哈拉影城,數位,18:10,2022-05-23
544,我不是英雄,喜樂時代影城南港店,數位,13:05,2022-05-23
545,我不是英雄,MUVIE CINEMAS台北松仁威秀,數位,11:10,2022-05-23
546,我不是英雄,台北美麗華大直影城,數位,12:20,2022-05-24
547,我不是英雄,台北樂聲影城,數位,09:35,2022-05-24
548,我不是英雄,台北樂聲影城,數位,18:00,2022-05-24
549,我不是英雄,台北真善美劇院,數位,14:10,2022-05-24
550,我不是英雄,哈拉影城,數位,13:30,2022-05-24
551,我不是英雄,哈拉影城,數位,18:10,2022-05-24
552,我不是英雄,喜樂時代影城南港店,數位,13:05,2022-05-24
553,我不是英雄,MUVIE CINEMAS台北松仁威秀,數位,11:10,2022-05-24
554,我不是英雄,台北樂聲影城,數位,09:35,2022-05-25
555,我不是英雄,台北樂聲影城,數位,18:00,2022-05-25
556,我不是英雄,台北樂聲影城,數位,09:35,2022-05-26
557,我不是英雄,台北樂聲影城,數位,18:00,2022-05-26
558,我不是英雄,台北真善美劇院,數位,14:10,2022-05-26
559,鹿王,國賓影城(台北長春廣場),數位,15:15,2022-05-23
560,鹿王,國賓影城(台北長春廣場),數位,19:25,2022-05-23
561,鹿王,台北美麗華大直影城,數位,09:20,2022-05-23
562,鹿王,台北美麗華大直影城,數位,16:20,2022-05-23
563,鹿王,台北美麗華大直影城,數位,20:50,2022-05-23
564,鹿王,喜滿客絕色影城,數位,16:00,2022-05-23
565,鹿王,台北信義威秀影城,數位,10:30,2022-05-23
566,鹿王,台北信義威秀影城,數位,18:05,2022-05-23
567,鹿王,哈拉影城,數位,13:20,2022-05-23
568,鹿王,哈拉影城,數位,16:40,2022-05-23
569,鹿王,百老匯數位影城,數位,12:05,2022-05-23
570,鹿王,百老匯數位影城,數位,18:20,2022-05-23
571,鹿王,京站威秀影城,數位,10:25,2022-05-23
572,鹿王,京站威秀影城,數位,17:30,2022-05-23
573,鹿王,誠品電影院,數位,11:30,2022-05-23
574,鹿王,喜樂時代影城南港店,數位,13:00,2022-05-23
575,鹿王,喜樂時代影城南港店,數位,17:15,2022-05-23
576,鹿王,台北美麗華大直影城,數位,09:20,2022-05-24
577,鹿王,台北美麗華大直影城,數位,16:20,2022-05-24
578,鹿王,台北美麗華大直影城,數位,20:50,2022-05-24
579,鹿王,喜滿客絕色影城,數位,16:00,2022-05-24
580,鹿王,台北信義威秀影城,數位,10:30,2022-05-24
581,鹿王,哈拉影城,數位,13:20,2022-05-24
582,鹿王,哈拉影城,數位,16:40,2022-05-24
583,鹿王,京站威秀影城,數位,10:25,2022-05-24
584,鹿王,京站威秀影城,數位,17:30,2022-05-24
585,鹿王,喜樂時代影城南港店,數位,13:00,2022-05-24
586,鹿王,喜樂時代影城南港店,數位,17:15,2022-05-24
587,空氣殺人,台北美麗華大直影城,數位,14:20,2022-05-23
588,空氣殺人,台北美麗華大直影城,數位,17:00,2022-05-23
589,空氣殺人,台北美麗華大直影城,數位,21:40,2022-05-23
590,空氣殺人,台北in89豪華數位影城,數位,11:50,2022-05-23
591,空氣殺人,台北in89豪華數位影城,數位,16:30,2022-05-23
592,空氣殺人,台北in89豪華數位影城,數位,20:30,2022-05-23
593,空氣殺人,喜滿客絕色影城,數位,18:15,2022-05-23
594,空氣殺人,台北信義威秀影城,數位,14:50,2022-05-23
595,空氣殺人,台北信義威秀影城,數位,21:05,2022-05-23
596,空氣殺人,百老匯數位影城,數位,12:05,2022-05-23
597,空氣殺人,百老匯數位影城,數位,17:25,2022-05-23
598,空氣殺人,京站威秀影城,數位,13:00,2022-05-23
599,空氣殺人,京站威秀影城,數位,17:20,2022-05-23
600,空氣殺人,喜樂時代影城南港店,數位,11:00,2022-05-23
601,空氣殺人,喜樂時代影城南港店,數位,15:00,2022-05-23
602,空氣殺人,喜樂時代影城南港店,數位,19:05,2022-05-23
603,空氣殺人,台北美麗華大直影城,數位,14:20,2022-05-24
604,空氣殺人,台北美麗華大直影城,數位,17:00,2022-05-24
605,空氣殺人,台北美麗華大直影城,數位,21:40,2022-05-24
606,空氣殺人,台北in89豪華數位影城,數位,12:20,2022-05-24
607,空氣殺人,台北in89豪華數位影城,數位,17:00,2022-05-24
608,空氣殺人,台北in89豪華數位影城,數位,21:00,2022-05-24
609,空氣殺人,喜滿客絕色影城,數位,18:15,2022-05-24
610,空氣殺人,台北信義威秀影城,數位,14:50,2022-05-24
611,空氣殺人,台北信義威秀影城,數位,21:05,2022-05-24
612,空氣殺人,京站威秀影城,數位,13:00,2022-05-24
613,空氣殺人,京站威秀影城,數位,17:20,2022-05-24
614,空氣殺人,喜樂時代影城南港店,數位,11:00,2022-05-24
615,空氣殺人,喜樂時代影城南港店,數位,15:00,2022-05-24
616,空氣殺人,喜樂時代影城南港店,數位,19:05,2022-05-24
617,猛鬼大學：第2學期,國賓影城(台北長春廣場),數位,21:30,2022-05-23
618,猛鬼大學：第2學期,欣欣秀泰影城,數位,17:55,2022-05-23
619,猛鬼大學：第2學期,台北美麗華大直影城,數位,11:50,2022-05-23
620,猛鬼大學：第2學期,台北美麗華大直影城,數位,16:30,2022-05-23
621,猛鬼大學：第2學期,台北新光影城,數位,12:20,2022-05-23
622,猛鬼大學：第2學期,台北新光影城,數位,19:20,2022-05-23
623,猛鬼大學：第2學期,台北in89豪華數位影城,數位,10:00,2022-05-23
624,猛鬼大學：第2學期,台北in89豪華數位影城,數位,15:00,2022-05-23
625,猛鬼大學：第2學期,台北in89豪華數位影城,數位,20:00,2022-05-23
626,猛鬼大學：第2學期,喜滿客絕色影城,數位,18:40,2022-05-23
627,猛鬼大學：第2學期,台北信義威秀影城,數位,16:40,2022-05-23
628,猛鬼大學：第2學期,百老匯數位影城,數位,09:50,2022-05-23
629,猛鬼大學：第2學期,百老匯數位影城,數位,14:45,2022-05-23
630,猛鬼大學：第2學期,百老匯數位影城,數位,19:40,2022-05-23
631,猛鬼大學：第2學期,百老匯數位影城,數位,22:45,2022-05-23
632,猛鬼大學：第2學期,京站威秀影城,數位,18:20,2022-05-23
633,猛鬼大學：第2學期,京站威秀影城,數位,22:55,2022-05-23
634,猛鬼大學：第2學期,喜樂時代影城南港店,數位,14:40,2022-05-23
635,猛鬼大學：第2學期,喜樂時代影城南港店,數位,22:15,2022-05-23
636,猛鬼大學：第2學期,台北美麗華大直影城,數位,11:50,2022-05-24
637,猛鬼大學：第2學期,台北美麗華大直影城,數位,16:30,2022-05-24
638,猛鬼大學：第2學期,台北新光影城,數位,12:20,2022-05-24
639,猛鬼大學：第2學期,台北新光影城,數位,19:20,2022-05-24
640,猛鬼大學：第2學期,台北in89豪華數位影城,數位,14:30,2022-05-24
641,猛鬼大學：第2學期,台北in89豪華數位影城,數位,19:30,2022-05-24
642,猛鬼大學：第2學期,喜滿客絕色影城,數位,18:40,2022-05-24
643,猛鬼大學：第2學期,台北信義威秀影城,數位,16:40,2022-05-24
644,猛鬼大學：第2學期,台北信義威秀影城,數位,21:10,2022-05-24
645,猛鬼大學：第2學期,京站威秀影城,數位,18:20,2022-05-24
646,猛鬼大學：第2學期,京站威秀影城,數位,22:55,2022-05-24
647,猛鬼大學：第2學期,喜樂時代影城南港店,數位,14:40,2022-05-24
648,猛鬼大學：第2學期,喜樂時代影城南港店,數位,22:15,2022-05-24
649,詭棋,國賓影城(台北長春廣場),數位,16:40,2022-05-23
650,詭棋,欣欣秀泰影城,數位,10:30,2022-05-23
651,詭棋,欣欣秀泰影城,數位,12:30,2022-05-23
652,詭棋,欣欣秀泰影城,數位,16:50,2022-05-23
653,詭棋,喜滿客絕色影城,數位,21:15,2022-05-23
654,詭棋,台北信義威秀影城,數位,17:00,2022-05-23
655,詭棋,百老匯數位影城,數位,15:40,2022-05-23
656,詭棋,百老匯數位影城,數位,21:00,2022-05-23
657,詭棋,東南亞秀泰影城,數位,13:00,2022-05-23
658,詭棋,今日秀泰影城,數位,22:40,2022-05-23
659,詭棋,京站威秀影城,數位,12:30,2022-05-23
660,詭棋,喜樂時代影城南港店,數位,13:00,2022-05-23
661,詭棋,喜樂時代影城南港店,數位,18:25,2022-05-23
662,詭棋,喜滿客絕色影城,數位,21:15,2022-05-24
663,詭棋,台北信義威秀影城,數位,17:00,2022-05-24
664,詭棋,京站威秀影城,數位,12:30,2022-05-24
665,詭棋,喜樂時代影城南港店,數位,13:00,2022-05-24
666,詭棋,喜樂時代影城南港店,數位,18:25,2022-05-24
667,奪冠,國賓影城(台北長春廣場),數位,13:10,2022-05-23
668,奪冠,台北信義威秀影城,數位,15:30,2022-05-23
669,奪冠,喜樂時代影城南港店,數位,14:15,2022-05-23
670,奪冠,台北信義威秀影城,數位,17:40,2022-05-24
671,奪冠,喜樂時代影城南港店,數位,14:15,2022-05-24
672,阿哈：帶我走,國賓影城(台北長春廣場),數位,16:50,2022-05-23
